seg,power,vo2,cad,la,rf,hr,sat
1339,260,3609.9,90,6.5663,31.579,160.0,97
1340,260,3689.7,90,6.5719,33.231,160.0,97
1341,260,3769.5,92,6.5775,34.884,160.0,97
1342,260,3398.8,94,6.5831,31.267,160.5,97
1343,260,3028.1,92,6.5887,27.65,161.0,97
1344,260,3469.6,91,6.5943,29.782,163.0,97
1345,260,3911,93,6.5999,31.915,165.0,97
1346,260,3942.7,95,6.6055,34.682,160.0,97
1347,260,3481.3,94,6.6111,30.669,160.3,97
1348,260,3019.8,92,6.6167,26.655,160.7,97
1349,260,2558.4,92,6.6223,22.642,161.0,97
1350,260,3020.4,92,6.6279,26.946,160.5,97
1351,260,3482.5,92,6.6335,31.25,160.0,97
1352,260,3451.7,93,6.6391,30.476,160.5,97
1353,260,3420.9,94,6.6446,29.703,161.0,97
1354,260,3815.1,96,6.6502,31.426,161.0,97
1355,260,4209.3,95,6.6558,33.149,161.0,97
1356,260,4394.3,93,6.6614,38.71,160.0,97
1357,260,4328.5,92,6.667,38.342,160.0,97
1358,260,4262.8,91,6.6726,37.975,160.0,97
1359,260,3961.5,94,6.6782,36.531,160.0,97
1360,260,3660.3,97,6.6838,35.088,160.0,97
1361,260,3746.8,98,6.6894,33.149,161.0,97
1362,260,3427.5,97,6.695,31.067,161.0,97
1363,260,3108.2,94,6.7006,28.986,161.0,97
1364,260,3333.2,92,6.7062,32.037,161.0,97
1365,260,3558.3,92,6.7118,35.088,161.0,97
1366,260,3502.8,92,6.7174,34.211,161.0,97
1367,260,3447.3,91,6.723,33.333,161.0,97
1368,260,3621.6,91,6.7286,35.3,162.5,97
1369,260,3796,92,6.7342,37.267,164.0,97
1370,260,3094.4,92,6.7398,33.333,164.0,97
1371,270,3021.3,92,6.7454,30.697,163.0,97
1372,290,2948.2,93,6.751,28.06,162.0,97
1373,300,2875.1,91,6.7566,25.424,161.0,97
1374,300,4111.4,85,6.7621,34.884,162.0,97
1380,300,3997.9,83,6.7957,36.145,160.0,97
1381,300,3608.1,87,6.7983,32.706,160.0,97
1382,300,3218.4,87,6.8009,29.268,160.0,97
1383,300,3051.4,86,6.8034,28.523,161.5,97
1384,300,2884.3,87,6.806,27.778,163.0,97
1385,300,3500.8,88,6.8086,30.743,162.0,97
1386,300,4117.3,87,6.8111,33.708,161.0,97
1387,300,3884.1,87,6.8137,34.195,161.0,97
1388,300,3650.9,88,6.8163,34.682,161.0,97
1389,300,3195.2,89,6.8189,31.746,159.0,97
1390,300,3488.9,89,6.8214,32.822,159.5,97
1391,300,3782.5,90,6.824,33.898,160.0,97
1392,300,3780.7,90,6.8266,33.254,160.0,97
1393,300,3778.9,88,6.8291,32.609,160.0,97
1394,300,3468.9,88,6.8317,30.59,160.5,96
1395,300,3158.8,88,6.8343,28.571,161.0,96
1396,300,3540.8,87,6.8369,30.159,162.5,96
1397,300,3922.8,89,6.8394,31.746,164.0,96
1398,300,3992.1,90,6.842,29.572,162.5,96
1399,300,4061.4,89,6.8446,27.397,161.0,96
1400,300,3684.7,88,6.8471,25.841,160.7,96
1401,300,3308,87,6.8497,24.284,160.3,96
1402,300,2931.3,87,6.8523,22.727,160.0,96
1403,300,3319.7,87,6.8549,27.493,159.5,96
1404,300,3708,87,6.8574,32.258,159.0,96
1405,300,3995.5,89,6.86,35.503,160.0,96
1406,300,4051.1,90,6.8626,35.295,161.0,96
1407,300,4106.8,90,6.8651,35.088,162.0,96
1408,300,3943.1,88,6.8677,35.088,162.0,96
1409,300,3779.5,87,6.8703,35.088,162.0,97
1410,300,3783.6,87,6.8729,33.673,162.0,97
1411,300,3787.8,86,6.8754,32.258,162.0,97
1412,300,3987.8,85,6.878,35.294,162.0,97
1413,300,4026.8,85,6.8806,36.281,162.0,97
1414,300,4065.8,85,6.8831,37.267,162.0,97
1415,300,3969.6,85,6.8857,37.501,163.0,97
1416,300,3873.5,85,6.8883,37.736,164.0,97
1417,300,3468.6,85,6.8909,34.286,162.0,97
1421,300,4423.4,82,6.9011,37.975,164.0,97
1422,300,4025.9,87,6.9037,36.145,162.0,97
1423,300,3818.9,87,6.9063,35.021,161.0,96
1424,300,3611.9,86,6.9089,33.898,160.0,96
1425,300,3369.3,85,6.9114,30.762,161.7,96
1426,300,3126.6,85,6.914,27.626,163.3,96
1427,300,2883.9,85,6.9166,24.49,165.0,96
