seg,power,vo2,cad,la,rf,hr,sat
2354,250,3340.9,102,5.012,30.303,156.0,97
2355,250,3152.5,102,5.04,28.267,156.0,97
2356,250,2964.2,102,5.068,26.23,156.0,97
2357,250,2775.8,103,5.096,24.194,156.0,97
2358,250,3152.1,103,5.124,30.061,156.0,97
2359,250,3528.4,102,5.152,35.928,156.0,97
2360,250,3765.7,101,5.18,32.967,157.0,97
2361,250,3595.8,102,5.208,31.559,158.0,97
2362,250,3425.9,104,5.236,30.151,159.0,97
2363,250,3547.2,105,5.264,32.317,159.5,97
2364,250,3668.5,103,5.292,34.483,160.0,97
2365,250,3468.3,103,5.32,33.635,160.5,97
2366,250,3268,104,5.348,32.787,161.0,97
2367,250,3460.8,104,5.376,33.536,161.0,97
2368,250,3653.6,103,5.404,34.286,161.0,97
2369,250,3501.1,102,5.432,30.476,160.5,97
2370,250,3348.5,102,5.46,26.667,160.0,97
2371,250,3358,101,5.488,26.377,160.0,97
2372,250,3367.6,101,5.516,26.087,160.0,97
2373,250,3612.5,102,5.544,25.296,160.3,97
2374,250,3857.4,102,5.572,24.506,160.7,97
2375,250,4102.3,101,5.6,23.715,161.0,97
2376,250,3480.4,102,5.628,25.016,161.0,97
2377,250,2858.5,102,5.656,26.316,161.0,97
2378,250,3135,103,5.684,26.374,161.5,97
2379,250,3411.5,105,5.712,26.432,162.0,97
2380,250,3626.4,105,5.74,26.923,161.3,97
2381,250,3841.3,104,5.768,27.415,160.7,97
2382,250,4056.2,104,5.796,27.907,160.0,97
2383,250,3307.2,103,5.824,32.609,161.0,98
2384,250,3503.7,102,5.852,32.011,161.0,98
2385,250,3700.3,102,5.88,31.414,161.0,98
2386,250,3840.6,103,5.908,32.85,161.5,98
2387,250,3981,103,5.936,34.286,162.0,97
2388,262,3886.1,103,5.964,34.092,161.5,97
2389,275,3791.3,102,5.992,33.898,161.0,97
2390,275,3710.8,102,6.02,33.803,161.5,98
2391,275,3630.4,101,6.048,33.708,162.0,98
2392,275,3643.9,101,6.076,31.417,162.0,98
2393,275,3657.3,101,6.104,29.126,162.0,98
2394,275,3217.4,101,6.132,25.716,160.0,98
2395,275,2777.4,100,6.16,22.305,158.0,98
2396,275,3623.3,101,6.188,27.546,158.5,98
2397,275,4469.2,102,6.216,32.787,159.0,98
2398,275,4262.2,102,6.244,31.937,161.5,98
2399,275,4055.1,102,6.272,31.088,164.0,98
2400,275,3527.5,103,6.3,30.929,163.5,98
2401,275,2999.8,102,6.3233,30.769,163.0,98
2402,275,3339,102,6.3467,31.689,163.5,98
2403,275,3678.2,102,6.37,32.609,164.0,98
2404,275,3714.2,102,6.3933,33.447,164.0,98
2405,275,3750.2,102,6.4167,34.286,164.0,98
2406,275,3536.5,102,6.44,33.016,163.5,98
2407,275,3322.8,102,6.4633,31.746,163.0,98
2408,275,3590,101,6.4867,31.088,163.0,98
2409,275,3372.7,101,6.51,30.929,163.5,98
2410,275,3155.5,101,6.5333,30.769,164.0,98
2411,275,3066.2,101,6.5567,29.441,164.3,98
2412,275,2976.8,100,6.58,28.114,164.7,98
2413,275,2887.4,101,6.6033,26.786,165.0,98
2414,275,3565.9,101,6.6267,32.967,164.0,98
2415,275,3501.2,100,6.65,33.243,164.0,98
2416,275,3436.6,99,6.6733,33.52,164.0,98
2417,275,3573.8,100,6.6967,34.304,163.5,98
2418,275,3711.1,103,6.72,35.088,163.0,98
2419,275,3650.1,105,6.7433,36.412,163.5,98
2420,275,3589.1,105,6.7667,37.736,164.0,98
2421,275,3432.2,103,6.79,30.928,164.0,98
2422,275,3379.1,100,6.8133,32.131,163.5,98
2423,275,3326,99,6.8367,33.333,163.0,98
2424,275,3410,100,6.86,33.333,163.0,98
2425,275,3494,102,6.8833,33.333,163.0,98
2426,275,3464.7,102,6.9067,33.06,162.5,98
2427,275,3435.4,103,6.93,32.787,162.0,98
2428,275,3668,103,6.9533,32.522,162.5,98
2429,275,3900.6,103,6.9767,32.258,163.0,97
2430,275,3215.7,103,7,27.894,164.0,97
2431,275,2530.8,104,7.0233,23.529,165.0,97
2432,275,3011.5,105,7.0467,29.837,165.0,97
2433,275,3492.3,105,7.07,36.145,165.0,97
2434,275,3641.7,105,7.0933,36.145,166.5,97
2435,275,3791.2,105,7.1167,36.145,168.0,97
2436,275,3663.8,104,7.14,34.682,166.0,97
2437,275,3625.5,104,7.1633,34.988,165.5,98
2438,275,3587.3,105,7.1867,35.294,165.0,98
2439,275,3647.3,106,7.21,34.79,164.5,98
2440,275,3707.3,106,7.2333,34.286,164.0,98
2441,275,3647.8,106,7.2567,33.997,164.0,98
2442,275,3588.4,104,7.28,33.708,164.0,98
2443,275,3716.2,103,7.3033,32.967,164.0,98
2444,275,3792.4,102,7.3267,34.776,164.5,99
2445,275,3868.7,102,7.35,36.585,165.0,99
2446,275,3670.9,104,7.3733,36.698,165.0,98
2447,275,3473.2,105,7.3967,36.81,165.0,98
2448,287,3509.2,104,7.42,38.217,167.0,98
2449,300,3541,103,7.4433,37.513,167.0,98
2450,300,3572.7,102,7.4667,36.81,167.0,98
2451,300,3527.9,101,7.49,35.548,166.5,98
2452,300,3483,101,7.5133,34.286,166.0,98
2453,300,3506.9,101,7.5367,32.932,166.5,98
2454,300,3530.8,100,7.56,31.579,167.0,98
2455,300,3543.8,99,7.5833,37.267,166.0,98
2456,300,3441.3,99,7.6067,35.117,166.5,98
2457,300,3338.8,98,7.63,32.967,167.0,98
2458,300,3332.1,97,7.6533,28.629,167.5,98
2459,300,3325.4,96,7.6767,24.291,168.0,98
2460,300,3635.4,95,7.7,34.368,168.0,98
2461,300,3945.5,96,7.7265,44.444,168.0,98
2462,300,3624.7,97,7.753,40.816,169.0,98
2463,300,3346.6,98,7.7795,35.579,168.7,99
2464,300,3068.5,100,7.806,30.342,168.3,99
2465,300,2790.5,100,7.8325,25.105,168.0,99
2466,300,3877.8,99,7.859,37.267,167.0,99
2467,300,3779.6,98,7.8855,38.634,167.0,99
2468,300,3681.3,99,7.912,40,167.0,99
2469,300,3890,100,7.9385,40.816,169.0,99
2470,300,3939.6,99,7.965,40.408,168.5,99
2471,300,3989.1,98,7.9915,40,168.0,99
2472,300,3734.4,98,8.018,42.553,169.0,99
2473,300,3800.2,98,8.0445,43.174,169.0,99
2474,300,3866,98,8.071,43.796,169.0,99
2475,300,4153.7,98,8.0975,46.875,170.0,99
2476,300,3654.7,98,8.124,39.735,170.0,99
2477,300,3667.1,97,8.1505,39.475,170.5,99
2478,300,3679.4,96,8.177,39.216,171.0,99
2479,300,3530.7,96,8.2035,37.736,172.0,99
2480,300,3534,96,8.23,37.736,171.5,99
2481,300,3537.2,96,8.2565,37.736,171.0,99
2482,300,3507.1,98,8.283,37.855,171.0,99
2483,300,3476.9,98,8.3095,37.975,171.0,99
2484,300,3605.3,97,8.336,40.268,170.0,99
2485,300,3724.2,97,8.3625,39.122,168.5,99
2486,300,3843.2,98,8.389,37.975,167.0,99
2487,300,3738.9,99,8.4155,42.857,167.0,99
2488,300,3639.4,99,8.442,41.296,167.5,99
2489,300,3539.9,100,8.4685,39.735,168.0,99
2490,300,3271.8,101,8.495,33.149,171.0,99
2491,300,3523.5,102,8.5215,34.326,171.0,99
2492,300,3775.1,103,8.548,35.503,171.0,99
2493,300,3834.9,104,8.5745,35.399,171.0,99
2494,300,3894.7,103,8.601,35.294,171.0,99
2495,300,3341.3,103,8.6275,29.942,170.5,99
2496,300,2787.9,102,8.654,24.59,170.0,99
2497,300,3407.7,101,8.6805,33.422,170.5,99
2498,300,4027.5,100,8.707,42.254,171.0,99
2499,300,4249,100,8.7335,39.735,171.0,99
2500,300,3933,101,8.76,39.222,171.0,99
2501,300,3617,101,8.7865,38.71,171.0,99
2502,300,3685.5,100,8.813,37.975,171.0,99
2503,300,3567.9,100,8.8395,37.28,170.0,99
2504,300,3450.3,100,8.866,36.585,169.0,99
2505,300,3549,100,8.8925,36.044,169.5,98
2506,300,3647.7,101,8.919,35.503,170.0,98
2507,312,3966.5,101,8.9455,40.541,170.0,98
2508,325,3929,101,8.972,43.478,170.0,98
2509,325,3975.5,100,8.9985,41.873,170.0,98
2510,325,4022,99,9.025,40.268,170.0,98
2511,325,3836.8,100,9.0515,38.768,169.5,98
2512,325,3651.6,99,9.078,37.267,169.0,98
2513,325,3577.8,97,9.1045,37.975,171.0,98
2514,325,3668,97,9.131,39.966,171.0,98
2515,325,3758.2,98,9.1575,41.958,171.0,98
2516,325,3910.3,95,9.184,44.444,171.0,98
2517,325,3601.2,95,9.2105,39.474,172.0,98
2518,325,3675,95,9.237,36.782,172.5,98
2519,325,3748.8,94,9.2635,34.091,173.0,98
2520,325,3837.3,95,9.29,37.18,173.0,98
2521,325,3925.8,97,9.2903,40.268,173.0,98
2522,325,4107.5,97,9.2907,42.857,171.0,98
2523,325,3613.2,96,9.291,42.857,172.0,98
2524,325,3287.5,97,9.2913,37.382,172.0,98
2525,325,2961.8,96,9.2917,31.907,172.0,98
2526,325,2636.1,95,9.292,26.432,172.0,98
2527,325,4182.2,95,9.2923,45.802,172.0,98
2528,325,3939.9,96,9.2927,44.776,173.0,98
2529,325,3780.2,96,9.293,40.46,173.5,98
2530,325,3620.4,95,9.2933,36.145,174.0,98
2531,325,3703.9,94,9.2937,36.477,173.5,98
2532,325,3787.4,95,9.294,36.81,173.0,98
2533,325,3656.3,96,9.2943,40.816,173.0,98
2534,325,3800,97,9.2947,43.135,172.0,98
2535,325,3943.7,97,9.295,45.455,171.0,98
2536,325,3810.6,97,9.2953,42.254,168.0,98
2537,325,3845.4,97,9.2957,45.455,172.0,98
2538,325,3754,96,9.296,42.998,172.5,98
2539,325,3662.5,95,9.2963,40.541,173.0,98
2540,325,3520.4,95,9.2967,37.975,171.0,98
2541,325,3744.1,94,9.297,41.046,171.0,98
2542,325,3967.7,95,9.2973,44.118,171.0,98
2543,325,4027.5,96,9.2977,42.254,171.0,98
2544,325,3829.4,96,9.298,45.455,172.0,98
2545,325,3881.4,96,9.2983,44.949,172.5,98
2546,325,3933.4,96,9.2987,44.444,173.0,98
2547,325,3242.4,97,9.299,34.619,172.5,98
2548,325,2551.4,96,9.2993,24.793,172.0,98
2549,325,4772.1,96,9.2997,50,172.0,98
2550,325,4535,97,9.3,47.222,172.5,98
2551,325,4297.8,96,9.3003,44.444,173.0,98
2552,325,4118.2,94,9.3007,41.958,173.0,98
2553,325,4337.2,96,9.301,44.776,174.0,98
2554,325,4241.6,98,9.3013,41.496,173.5,98
2555,325,4146,95,9.3017,38.217,173.0,98
2556,325,3540,94,9.302,44.444,173.0,98
2557,325,3743.7,94,9.3023,43.805,174.0,98
2558,325,3947.3,94,9.3027,43.165,175.0,98
2559,325,3831.7,93,9.303,44.776,177.0,98
2560,325,3983.3,93,9.3033,48,177.0,98
2561,325,3869.1,93,9.3037,46.388,175.5,98
2562,325,3754.9,95,9.304,44.776,174.0,98
2563,325,4005.5,95,9.3043,47.244,171.0,98
2564,325,3753.5,93,9.3047,42.857,174.0,98
2565,325,3793.8,92,9.305,45.429,174.0,98
2566,325,3834.1,91,9.3053,48,174.0,98
2567,327,3861.1,90,9.3057,45.455,175.0,98
2569,329,2613.8,90,9.3063,24.691,175.0,98
2570,342,3701,91,9.3067,36.155,175.0,98
2571,347,4788.3,94,9.307,47.619,175.0,98
2572,350,4282.4,95,9.3073,46.154,174.0,98
